"auth_id","mid","access_time"
"AUH4GFEBVOI3D7P2QTYL","A2TE62AXP2E9CX","2016-03-24 16:26:44"
"AU8YU7P3HXW5LEC61MZ9","A3BDQO85R6WOO1","2016-03-24 16:28:19"
"AUB74LVD2P6GCH5JI1YN","APUPF3D94XYUQ","2016-03-24 16:27:51"
"AU2TQ1FYLMRBD347I80H","A2H5V1V8QIY8Y7","2016-03-24 16:28:04"
"AU9OUC4YAQV6SM0KI8PE","A1GRN111GB7MPR","2016-03-24 16:28:56"
"AUPFEQ9B7DKMG45IR2Z6","A1CH4IS0ZS32Z4","2016-03-24 16:29:16"
"AU0G1XAT98KVQC25YD63","A39C2BMV7KZ02W","2016-03-24 16:29:19"
"AUXAPR62STVQKWIDJ45E","A3MLUEOP3CCLXL","2016-03-24 16:29:34"
"AUMQ7KD62U5GVW9ZA381","A2IXBTOWQRCLPZ","2016-03-24 16:29:35"
"AU1I24FYT6VKMGOUD0JR","AHL9R5ME7SLJZ","2016-03-24 16:29:40"
"AUJR7QU261F84MT3OZ9E","A1OZPLHNIU1519","2016-03-24 16:30:24"
"AUP2FX4V7WDBN690R58O","A1FGKIKJYSL1MI","2016-03-24 16:30:45"
"AUM9KV1OUR6DGIE743T2","A346UAH34GVOZX","2016-03-24 16:31:52"
"AUT75PZO24SJFAQW8EHI","A2505LAOT74V4D","2016-03-24 16:32:18"
"AUXAJEYIGULW4DBHM3VP","A324FQ64NCN2YS","2016-03-24 16:32:58"
"AUS3D7TXELPZUGNMYH56","A2SMROLJ39OR74","2016-03-24 16:33:24"
"AU34IZO8QLBCKU0V29D1","AJZ9B93NZ2IST","2016-03-24 16:57:05"
"AU0ODT5AE89UXFBM3L2N","A2CGCAQA2IKLRV","2016-03-24 16:33:43"
"AUMV4NE98UFZ5J2GCTA3","A2XM6C78S9L8UG","2016-03-24 16:33:48"
"AUJ69SM7A4NGOL5KZHPD","A392P1JQB1KR2E","2016-03-24 16:34:54"
"AU1SK8IMNP934ZGA7R2T","AZMH3WO2SKLVY","2016-03-24 16:35:05"
"AUN67FX9EWJ4URSTKH1G","AXJSZ1BBVYIYL","2016-03-24 16:35:07"
"AU8Y6TNO0KF1W3JVHPB2","A1JNC3HWWHJD2J","2016-03-24 16:35:36"
"AUWFIU3EJ6R7AD8GXMP0","A1SEDU33YKA840","2016-03-24 16:35:52"
"AUFKIOJDXE8HPB7Z0VCW","A1T9IKE8GV4LR4","2016-03-24 16:35:54"
"AU9FEM16JWBU23YPXSRT","A78RWQ5BX61DS","2016-03-24 16:36:03"
"AU78H41UGBM90AXTEJPZ","A2D31RFRY0SJEP","2016-03-24 16:37:23"
"AUYF8HGLWPXOIUBVSN4A","A12FW1MJI7D58X","2016-03-24 16:37:34"
"AUPWJO8QBMC2H6G097IF","A19DKG0VHTICSX","2016-03-24 16:37:43"
"AU63HO87C9LXTAEGQKUY","A1EMBQB8FM6EZH","2016-03-24 16:39:01"
"AU51IRVUO6C24ZNPS38T","A175ZTL2OZO9YU","2016-03-24 16:39:21"
"AUB8E7VGZFI1YJL6PXS0","A1F1OZ54G177D8","2016-03-24 16:39:55"
"AU0LFJQWSNZEIUP16C7A","A1BHINLXH3E2GJ","2016-03-24 16:40:46"
"AU891ZX5TVB2YC6E03MQ","A27OFCQG73Z4UF","2016-03-24 16:41:25"
"AULTUQHAJ18IPORCE7BK","A7T06JMP6BTDS","2016-03-24 16:42:47"
"AU4KB8UXDHECP2GW1YFS","AXW5865MPP85D","2016-03-24 16:49:30"
"AUPR179G0VXI2CWLOSDF","A3SCEZTWZYV3BC","2016-03-24 16:50:09"
"AUSKANGPEWVQRY4M8JF2","A2I58SHMMQGBG0","2016-03-24 16:51:47"
"AUVY0NL8FJM9R2TC1O57","A368UU9FU3HDP2","2016-03-24 16:55:51"
"AUOSAGJ3QP9RYFIBCZWM","A2LFZ2FDQLXVCL","2016-03-24 16:59:03"
"AU3CSW8MJT12O9P0HLA6","A2OX7JLY6741WG","2016-03-24 17:00:36"
"AUU46BNG5QOEXP1VFIW0","A224B7BAQ0MZSN","2016-03-24 17:01:00"
"AUIMGTYB839D07JCEVHR","A5CIY4V1VV1DR","2016-03-24 17:21:20"
"AU7OY0MBZV6GFCRNK3L5","A1O0QLF543UTYK","2016-03-24 17:10:45"
"AU84MFKAY3ISW6XP5JU9","A1R93MQYAFEVX1","2016-03-24 17:10:42"
"AUCKU05JXQIYL3WTFR1S","A3WL9JBFWNZAB","2016-03-24 17:13:20"
"AUHTSLYMJ4U6DQNE58IW","A14D297BQB6QF3","2016-03-24 17:13:42"
"AUFKLOWR63CSTVNM0AYD","A2RRC5B4M80XXO","2016-03-24 17:19:38"
"AUK2BN19Q3WIRO7YD8ZF","A2OVWCQ4B9AHFY","2016-03-24 17:25:52"
"AUOAE3BITF7VSM9HZ582","AKPWMXELL6ZLF","2016-03-24 17:30:06"
"AUPBCUW2D3J5MLX16R90","A2DNWDHMMBSHWT","2016-03-24 19:12:59"
"AU34IUXMVBNOWJG962L7","AFXE92S04IYHY","2016-03-24 18:41:56"
"AUJUBIVK2SWY8043ZXER","A1SO9R81HMMIQD","2016-03-24 18:36:01"
"AUL1N3CVPRIS7FJHGEKW","AAM0Q3DCSSQ0A","2016-03-24 19:17:23"
"AU9KARUDJFN80G6YBHSV","A2R2DSKELISGU","2016-03-24 18:44:35"
"AUPH7DWXYS6LITM2FZU3","AXPRCC7MG94OA","2016-03-24 18:48:24"
"AU9ID3BLWFHN0K4PJ8TZ","A39MOCMDRIOSJM","2016-03-24 19:23:52"
"AU4UF0RCGVJSIKHN6LWY","A1V6CP5I0TOSAR","2016-03-24 19:16:49"
"AUNA950ME3SYLJOI12R7","A2UZXRV8QU8TGS","2016-03-24 19:23:05"
"AU7KPGVJZH0UX521D6LO","AY0JQAVSVSGP","2016-03-24 19:25:58"
"AUUGPB8DISTOVC4XJYRW","A211HK32QNTYX1","2016-03-24 19:29:31"
"AUH0N32TA6DGE4SUV1FO","A3MPHGI584PR1U","2016-03-24 20:02:33"
"AUKMNZT3Q82YB5CHW70A","AYNUK54JG6E2H","2016-03-24 20:06:59"
"AUR9VPBNAGU152CT7J8Y","A21LQA8TJRDQFZ","2016-03-24 20:28:03"
"AUPUVWYTE0GD43LONXAI","A1N8BW04V76ZSY","2016-03-24 20:29:26"
"AU9Z3FOUKE167DP5Q0IY","ANS68V7U97OR0","2016-03-24 20:32:46"
"AUMGLUPE9WF2RY3I4XB1","A359S477C2ZWER","2016-03-24 20:33:17"
"AUVCNI4GT9DAJWHPFKYZ","A9S6EGIY10U0X","2016-03-24 20:33:25"
"AUKRP0NOE1WMHCT9GVLD","ACRTRQ23XH20E","2016-03-24 20:40:18"
"AUGHAN2WEXQT8695F3ZS","A7IP59CHOHDYL","2016-03-24 21:24:38"
"AUQEO8KSZN2R4Y1D39X7","ANIY6K5ET7I9O","2016-03-24 21:10:42"
"AUYW4R6UPZ7HJBIN0812","AKIR8HB5FIT19","2016-03-24 21:28:21"
"AU2ZVFNIW7O9TRMXSPAJ","AS18U8QBF6PJF","2016-03-24 22:31:18"
"AUPSVBTN5HCY9XGZ480J","A3IFO6ZUI1A0E2","2016-03-24 22:27:53"
"AUDNKE1W9XO4Q7LPYF6R","AGBDM85RLYTGL","2016-03-24 23:03:55"
"AUVS1TAEW7ZBJDU5G0I2","A2RAC1CU8YLGPC","2016-03-24 23:56:16"
"AU3EJX1K8TPY40MDLSNA","A2I9PUZT19ZBO8","2016-03-25 00:43:20"
"AUZD9TQRGOJNK8V4WE5S","A1J7NYHZRRE8TG","2016-03-25 00:30:25"
