"","muID","time","timeup","module","round","prelimGain","totalEarnings","correct","declareEarnings","statusDeclare","taxPaid","finalEarnings","taxRate","probAudit","done","player","stage","stage.1","step","round.1","timestamp","session","room","round_number","complete_rooms_module2","cheat","report.rate","age","gender","politics","trust","DictGive","role","other","diceNumber","numberEntered","risk1","risk2","risk3","risk4","risk5","risk6","risk7","risk8","risk9","risk10","integrity1","integrity2","integrity3","integrity4","integrity5","integrity6","integrity7","integrity8","integrity9","integrity10","auditRate","audited","treat","taxBracket","report.rate.cess.stgo","sample","risk.pref","total.integrity"
"11","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","5137","false","Module2","7",1350,1068.75,9,1350,"false",405,945,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"7","1498834366975","./data//room_1498833288658/memory_Module2_6.3.7.csv","room_1498833288658",7,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"12","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","14334","false","Module2","9",1800,1425,12,1800,"false",540,1260,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"9","1498834546893","./data//room_1498833288658/memory_Module2_6.3.9.csv","room_1498833288658",9,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"13","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","15075","false","Module2","3",1200,1050,8,1200,"false",360,840,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"3","1498834039320","./data//room_1498833288658/memory_Module2_6.3.3.csv","room_1498833288658",3,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"14","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","6152","false","Module2","1",1200,1155,8,1200,"false",360,840,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"1","1498833844362","./data//room_1498833288658/memory_Module2_6.3.1.csv","room_1498833288658",1,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"15","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","8086","false","Module2","2",2100,1762.5,14,2100,"false",630,1470,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"2","1498833932002","./data//room_1498833288658/memory_Module2_6.3.2.csv","room_1498833288658",2,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"16","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","6053","false","Module2","5",1350,1099.5,9,1350,"false",405,945,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"5","1498834194345","./data//room_1498833288658/memory_Module2_6.3.5.csv","room_1498833288658",5,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"17","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","16726","false","Module2","8",1650,1338.75,11,1650,"false",495,1155,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"8","1498834460175","./data//room_1498833288658/memory_Module2_6.3.8.csv","room_1498833288658",8,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"18","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","9154","false","Module2","10",2100,1650.75,14,2100,"false",630,1470,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"10","1498834639191","./data//room_1498833288658/memory_Module2_6.3.10.csv","room_1498833288658",10,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"19","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","8601","false","Module2","4",1500,1207.5,10,1500,"false",450,1050,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"4","1498834116729","./data//room_1498833288658/memory_Module2_6.3.4.csv","room_1498833288658",4,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"20","AU0ODT5AE89UXFBM3L2Nroom_1498833288658","9753","false","Module2","6",1500,1237.5,10,1500,"false",450,1050,30,"0","true","AU0ODT5AE89UXFBM3L2N","[objectObject]","[objectObject]",NA,"6","1498834289862","./data//room_1498833288658/memory_Module2_6.3.6.csv","room_1498833288658",6,TRUE,0,1,"27","M","5","A","500","A","AU4UF0RCGVJSIKHN6LWY","2","2",1,1,1,0,0,1,0,0,1,NA,1,1,1,3,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",5,12
"21","AU1PY72VN5CIW9EXAJRFroom_1497554391263","14651","false","Module2","4",1200,1312.35,8,1,"false",0.3,1199.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"4","1497555268506","./data//room_1497554391263/memory_Module2_6.3.4.csv","room_1497554391263",4,TRUE,1,0.000833333333333333,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000833333333333333,"CESS Online Panel Stgo - DS",0,12
"22","AU1PY72VN5CIW9EXAJRFroom_1497554391263","2879","false","Module2","8",1950,2043.6,13,1,"false",0.3,1949.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"8","1497555622813","./data//room_1497554391263/memory_Module2_6.3.8.csv","room_1497554391263",8,TRUE,1,0.000512820512820513,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000512820512820513,"CESS Online Panel Stgo - DS",0,12
"23","AU1PY72VN5CIW9EXAJRFroom_1497554391263","1310","false","Module2","7",1500,1619.025,10,1,"false",0.3,1499.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"7","1497555531277","./data//room_1497554391263/memory_Module2_6.3.7.csv","room_1497554391263",7,TRUE,1,0.000666666666666667,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000666666666666667,"CESS Online Panel Stgo - DS",0,12
"24","AU1PY72VN5CIW9EXAJRFroom_1497554391263","1837","false","Module2","5",1350,1515.15,9,1,"false",0.3,1349.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"5","1497555352943","./data//room_1497554391263/memory_Module2_6.3.5.csv","room_1497554391263",5,TRUE,1,0.000740740740740741,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000740740740740741,"CESS Online Panel Stgo - DS",0,12
"25","AU1PY72VN5CIW9EXAJRFroom_1497554391263","2613","false","Module2","6",1500,1691.4,10,1,"false",0.3,1499.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"6","1497555432596","./data//room_1497554391263/memory_Module2_6.3.6.csv","room_1497554391263",6,TRUE,1,0.000666666666666667,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000666666666666667,"CESS Online Panel Stgo - DS",0,12
"26","AU1PY72VN5CIW9EXAJRFroom_1497554391263","6834","false","Module2","2",1500,1640.625,10,10,"false",3,1497,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"2","1497555068703","./data//room_1497554391263/memory_Module2_6.3.2.csv","room_1497554391263",2,TRUE,1,0.00666666666666667,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.00666666666666667,"CESS Online Panel Stgo - DS",0,12
"27","AU1PY72VN5CIW9EXAJRFroom_1497554391263","4269","false","Module2","3",1050,1162.65,7,1,"false",0.3,1049.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"3","1497555162968","./data//room_1497554391263/memory_Module2_6.3.3.csv","room_1497554391263",3,TRUE,1,0.000952380952380952,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000952380952380952,"CESS Online Panel Stgo - DS",0,12
"28","AU1PY72VN5CIW9EXAJRFroom_1497554391263","21222","false","Module2","1",1200,1054.275,8,1200,"false",360,840,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"1","1497554980727","./data//room_1497554391263/memory_Module2_6.3.1.csv","room_1497554391263",1,TRUE,0,1,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,1,"CESS Online Panel Stgo - DS",0,12
"29","AU1PY72VN5CIW9EXAJRFroom_1497554391263","3549","false","Module2","9",2100,2208.525,14,1,"false",0.3,2099.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"9","1497555715630","./data//room_1497554391263/memory_Module2_6.3.9.csv","room_1497554391263",9,TRUE,1,0.000476190476190476,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000476190476190476,"CESS Online Panel Stgo - DS",0,12
"30","AU1PY72VN5CIW9EXAJRFroom_1497554391263","2699","false","Module2","10",1650,1874.775,11,1,"false",0.3,1649.7,30,"0","true","AU1PY72VN5CIW9EXAJRF","[objectObject]","[objectObject]",NA,"10","1497555787268","./data//room_1497554391263/memory_Module2_6.3.10.csv","room_1497554391263",10,TRUE,1,0.000606060606060606,"23","F","5","B","500","B","AUP3YGBLMRCW6DTAQ97X","2","2",0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,1,1,0,"false",2,1,0.000606060606060606,"CESS Online Panel Stgo - DS",0,12
"31","AU1SK8IMNP934ZGA7R2Troom_1498783940628","8214","false","Module2","3",1200,1145.25,8,1100,"false",110,1090,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"3","1498784695068","./data//room_1498783940628/memory_Module2_6.3.3.csv","room_1498783940628",3,FALSE,1,0.916666666666667,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0.916666666666667,"CESS Online Panel Stgo - DS",0,0
"32","AU1SK8IMNP934ZGA7R2Troom_1498783940628","9514","false","Module2","2",1500,1431.25,10,1350,"false",135,1365,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"2","1498784618427","./data//room_1498783940628/memory_Module2_6.3.2.csv","room_1498783940628",2,FALSE,1,0.9,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0.9,"CESS Online Panel Stgo - DS",0,0
"33","AU1SK8IMNP934ZGA7R2Troom_1498783940628","15441","false","Module2","5",1200,1152.525,8,1100,"false",110,1090,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"5","1498784864784","./data//room_1498783940628/memory_Module2_6.3.5.csv","room_1498783940628",5,FALSE,1,0.916666666666667,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0.916666666666667,"CESS Online Panel Stgo - DS",0,0
"34","AU1SK8IMNP934ZGA7R2Troom_1498783940628","5770","false","Module2","6",1200,1231.5,8,0,"false",0,1200,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"6","1498784977085","./data//room_1498783940628/memory_Module2_6.3.6.csv","room_1498783940628",6,FALSE,1,0,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0,"CESS Online Panel Stgo - DS",0,0
"35","AU1SK8IMNP934ZGA7R2Troom_1498783940628","20876","false","Module2","1",1050,1028.75,7,900,"false",90,960,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"1","1498784533446","./data//room_1498783940628/memory_Module2_6.3.1.csv","room_1498783940628",1,FALSE,1,0.857142857142857,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0.857142857142857,"CESS Online Panel Stgo - DS",0,0
"36","AU1SK8IMNP934ZGA7R2Troom_1498783940628","9493","false","Module2","4",1050,1005.025,7,1050,"false",105,945,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"4","1498784773629","./data//room_1498783940628/memory_Module2_6.3.4.csv","room_1498783940628",4,FALSE,0,1,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,1,"CESS Online Panel Stgo - DS",0,0
"37","AU1SK8IMNP934ZGA7R2Troom_1498783940628","3019","false","Module2","7",1050,1027.75,7,800,"false",80,970,10,"0","true","AU1SK8IMNP934ZGA7R2T","[objectObject]","[objectObject]",NA,"7","1498785052286","./data//room_1498783940628/memory_Module2_6.3.7.csv","room_1498783940628",7,FALSE,1,0.761904761904762,NA,NA,NA,NA,"500","B","AUYF8HGLWPXOIUBVSN4A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"false",2,3,0.761904761904762,"CESS Online Panel Stgo - DS",0,0
"38","AU21GXTBRFJ85YUV9LDKroom_1497578806716","8480","false","Module2","8",1350,1560,9,100,"false",30,1320,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"8","1497579998383","./data//room_1497578806716/memory_Module2_6.3.8.csv","room_1497578806716",8,TRUE,1,0.0740740740740741,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.0740740740740741,"CESS Online Panel Stgo - DS",4,15
"39","AU21GXTBRFJ85YUV9LDKroom_1497578806716","5068","false","Module2","3",900,1125,6,0,"false",0,900,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"3","1497579568300","./data//room_1497578806716/memory_Module2_6.3.3.csv","room_1497578806716",3,TRUE,1,0,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0,"CESS Online Panel Stgo - DS",4,15
"40","AU21GXTBRFJ85YUV9LDKroom_1497578806716","5160","false","Module2","6",1350,1646.25,9,0,"false",0,1350,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"6","1497579816129","./data//room_1497578806716/memory_Module2_6.3.6.csv","room_1497578806716",6,TRUE,1,0,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0,"CESS Online Panel Stgo - DS",4,15
"41","AU21GXTBRFJ85YUV9LDKroom_1497578806716","7838","false","Module2","7",1200,1496.25,8,0,"false",0,1200,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"7","1497579908022","./data//room_1497578806716/memory_Module2_6.3.7.csv","room_1497578806716",7,TRUE,1,0,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0,"CESS Online Panel Stgo - DS",4,15
"42","AU21GXTBRFJ85YUV9LDKroom_1497578806716","5456","false","Module2","4",1050,1305,7,100,"false",30,1020,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"4","1497579661116","./data//room_1497578806716/memory_Module2_6.3.4.csv","room_1497578806716",4,TRUE,1,0.0952380952380952,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.0952380952380952,"CESS Online Panel Stgo - DS",4,15
"43","AU21GXTBRFJ85YUV9LDKroom_1497578806716","13008","false","Module2","1",1050,1291.5,7,10,"false",3,1047,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"1","1497579397156","./data//room_1497578806716/memory_Module2_6.3.1.csv","room_1497578806716",1,TRUE,1,0.00952380952380952,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.00952380952380952,"CESS Online Panel Stgo - DS",4,15
"44","AU21GXTBRFJ85YUV9LDKroom_1497578806716","10091","false","Module2","2",900,1106.25,6,0,"false",0,900,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"2","1497579485356","./data//room_1497578806716/memory_Module2_6.3.2.csv","room_1497578806716",2,TRUE,1,0,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0,"CESS Online Panel Stgo - DS",4,15
"45","AU21GXTBRFJ85YUV9LDKroom_1497578806716","6968","false","Module2","5",1350,1623.75,9,50,"false",15,1335,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"5","1497579742993","./data//room_1497578806716/memory_Module2_6.3.5.csv","room_1497578806716",5,TRUE,1,0.037037037037037,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.037037037037037,"CESS Online Panel Stgo - DS",4,15
"46","AU21GXTBRFJ85YUV9LDKroom_1497578806716","3448","false","Module2","10",1350,1590,9,50,"false",15,1335,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"10","1497580141977","./data//room_1497578806716/memory_Module2_6.3.10.csv","room_1497578806716",10,TRUE,1,0.037037037037037,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.037037037037037,"CESS Online Panel Stgo - DS",4,15
"47","AU21GXTBRFJ85YUV9LDKroom_1497578806716","1415","false","Module2","9",1050,1248.75,7,200,"false",60,990,30,"0","true","AU21GXTBRFJ85YUV9LDK","[objectObject]","[objectObject]",NA,"9","1497580068482","./data//room_1497578806716/memory_Module2_6.3.9.csv","room_1497578806716",9,TRUE,1,0.19047619047619,"30",NA,"3","A","500","A","AUIGXS1W5FVCARUO80ZN","2","2",0,0,0,0,0,0,1,1,1,1,2,1,2,3,1,1,1,1,2,1,0,"false",2,1,0.19047619047619,"CESS Online Panel Stgo - DS",4,15
